ID,Date,Temp_m,Generation,Irradiance,Capacity,Lat,Lon,Angle,Irradiance_m,Temp,Module
679,2021/1/19,,1857,18.11,498.6,25.03,121.08,-95,5031,16.6,MM60-6RT-300
680,2021/1/19,,1081,18.11,283.2,24.98,121.03,-31,5031,16.6,SEC-6M-60A-295
681,2021/1/19,,1790,16.87,499.8,25.11,121.26,22,4686,17.3,MM60-6RT-300
682,2021/1/19,,1601,16.87,438.3,25.11,121.26,-160,4686,17.3,MM60-6RT-300
683,2021/1/20,27.1,1525,16.87,492.8,24.107,120.44,4.63,89838,16.8,AUO PM060MW3 320W
684,2021/1/20,27.1,775,16.87,246.4,24.107,120.44,4.63,179675,16.8,AUO PM060MW3 320W
685,2021/1/20,33.5,380,16.87,99.2,24.08,120.5,1.76,359350,17.2,AUO PM060MW3 320W
686,2021/1/20,,1052,18.7,283.2,24.98,121.03,-31,5194,18.8,SEC-6M-60A-295
687,2021/1/20,,1835,18.7,498.6,25.03,121.08,-95,5194,18.9,MM60-6RT-300
688,2021/1/20,,1787,17.48,499.8,25.11,121.26,22,4856,21.3,MM60-6RT-300
689,2021/1/20,,1584,17.48,438.3,25.11,121.26,-160,4856,21.3,MM60-6RT-300
690,2021/1/21,35.1,641,12.62,246.4,24.107,120.44,4.63,147175,17.6,AUO PM060MW3 320W
691,2021/1/21,35.5,1281,12.62,492.8,24.107,120.44,4.63,73600,17.6,AUO PM060MW3 320W
692,2021/1/21,,1295,12.13,498.6,25.03,121.08,-95,3369,18.2,MM60-6RT-300
693,2021/1/21,,780,12.13,283.2,24.98,121.03,-31,3369,18.3,SEC-6M-60A-295
694,2021/1/21,35.8,308,12.62,99.2,24.08,120.5,1.76,294400,19.2,AUO PM060MW3 320W
695,2021/1/21,,1480,15.43,499.8,25.11,121.26,22,4286,19.6,MM60-6RT-300
696,2021/1/21,,1316,15.43,438.3,25.11,121.26,-160,4286,19.6,MM60-6RT-300
697,2021/1/22,26.6,850,7.63,492.8,24.107,120.44,4.63,46308,17.8,AUO PM060MW3 320W
698,2021/1/22,26.8,427,7.63,246.4,24.107,120.44,4.63,92617,17.8,AUO PM060MW3 320W
699,2021/1/22,34.1,209,7.63,99.2,24.08,120.5,1.76,185233,19.3,AUO PM060MW3 320W
700,2021/1/22,,1210,11.52,498.6,25.03,121.08,-95,3200,19.5,MM60-6RT-300
701,2021/1/22,,722,11.52,283.2,24.98,121.03,-31,3200,20.6,SEC-6M-60A-295
702,2021/1/22,,1348,12.86,499.8,25.11,121.26,22,3572,21.7,MM60-6RT-300
703,2021/1/22,,1193,12.86,438.3,25.11,121.26,-160,3572,21.7,MM60-6RT-300
704,2021/1/23,,557,4.39,498.6,25.03,121.08,-95,1219,17.5,MM60-6RT-300
705,2021/1/23,,324,4.39,283.2,24.98,121.03,-31,1219,17.6,SEC-6M-60A-295
706,2021/1/23,28.7,766,16.09,246.4,24.107,120.44,4.63,166692,17.7,AUO PM060MW3 320W
707,2021/1/23,29,1524,16.09,492.8,24.107,120.44,4.63,85758,17.7,AUO PM060MW3 320W
708,2021/1/23,,844,3.78,499.8,25.11,121.26,22,1050,18.3,MM60-6RT-300
709,2021/1/23,,566,3.78,438.3,25.11,121.26,-160,1050,18.3,MM60-6RT-300
710,2021/1/23,29.6,410,16.09,99.2,24.08,120.5,1.76,343033,19.3,AUO PM060MW3 320W
711,2021/1/24,,1534,14.9,498.6,25.03,121.08,-95,4139,16.8,MM60-6RT-300
712,2021/1/24,,929,14.9,283.2,24.98,121.03,-31,4139,17,SEC-6M-60A-295
713,2021/1/24,22.7,1978,14.24,492.8,24.107,120.44,4.63,112513,17.1,AUO PM060MW3 320W
714,2021/1/24,22.8,1000,14.24,246.4,24.107,120.44,4.63,225025,17.1,AUO PM060MW3 320W
715,2021/1/24,,891,10.6,499.8,25.11,121.26,22,2944,17.3,MM60-6RT-300
716,2021/1/24,,647,10.6,438.3,25.11,121.26,-160,2944,17.3,MM60-6RT-300
717,2021/1/24,24.5,351,14.24,99.2,24.08,120.5,1.76,450050,17.7,AUO PM060MW3 320W
718,2021/1/25,,808,8.6,498.6,25.03,121.08,-95,2389,16.1,MM60-6RT-300
719,2021/1/25,,548,8.6,283.2,24.98,121.03,-31,2389,16.2,SEC-6M-60A-295
720,2021/1/25,31.6,1083,17.7,246.4,24.107,120.44,4.63,222458,16.4,AUO PM060MW3 320W
721,2021/1/25,31.7,2140,17.7,492.8,24.107,120.44,4.63,111229,16.4,AUO PM060MW3 320W
722,2021/1/25,,1251,11.85,499.8,25.11,121.26,22,3292,16.5,MM60-6RT-300
723,2021/1/25,,855,11.85,438.3,25.11,121.26,-160,3292,16.5,MM60-6RT-300
724,2021/1/25,29.4,426,17.7,99.2,24.08,120.5,1.76,444917,17.7,AUO PM060MW3 320W
725,2021/1/26,33.6,1711,15.89,492.8,24.107,120.44,4.63,99600,16.6,AUO PM060MW3 320W
726,2021/1/26,33.6,862,15.89,246.4,24.107,120.44,4.63,199200,16.6,AUO PM060MW3 320W
727,2021/1/26,,651,10.03,283.2,24.98,121.03,-31,2786,16.7,SEC-6M-60A-295
728,2021/1/26,,1043,10.03,498.6,25.03,121.08,-95,2786,16.8,MM60-6RT-300
729,2021/1/26,,1186,9.31,499.8,25.11,121.26,22,2586,17.1,MM60-6RT-300
730,2021/1/26,,881,9.31,438.3,25.11,121.26,-160,2586,17.1,MM60-6RT-300
731,2021/1/26,34.8,399,15.89,99.2,24.08,120.5,1.76,398400,17.4,AUO PM060MW3 320W
732,2021/1/27,24.5,3765,16.2,492.8,24.107,120.44,4.63,30029,16.6,AUO PM060MW3 320W
733,2021/1/27,24.5,33,16.2,246.4,24.107,120.44,4.63,60058,16.6,AUO PM060MW3 320W
734,2021/1/27,,724,5.94,498.6,25.03,121.08,-95,1650,17.1,MM60-6RT-300
735,2021/1/27,,424,5.94,283.2,24.98,121.03,-31,1650,17.1,SEC-6M-60A-295
736,2021/1/27,29,794,16.2,99.2,24.08,120.5,1.76,120117,17.4,AUO PM060MW3 320W
737,2021/1/27,,537,6.04,499.8,25.11,121.26,22,1678,17.9,MM60-6RT-300
738,2021/1/27,,366,6.04,438.3,25.11,121.26,-160,1678,17.9,MM60-6RT-300
739,2021/1/28,,187,2.43,283.2,24.98,121.03,-31,675,14.6,SEC-6M-60A-295
740,2021/1/28,,315,2.43,498.6,25.03,121.08,-95,675,14.9,MM60-6RT-300
741,2021/1/28,,252,1.45,499.8,25.11,121.26,22,403,15.5,MM60-6RT-300
742,2021/1/28,,162,1.45,438.3,25.11,121.26,-160,403,15.5,MM60-6RT-300
743,2021/1/28,24.5,1868,16.69,246.4,24.107,120.44,4.63,60058,15.9,AUO PM060MW3 320W
744,2021/1/29,,1090,17.17,283.2,24.98,121.03,-31,4769,14.6,SEC-6M-60A-295
745,2021/1/29,,1919,17.17,498.6,25.03,121.08,-95,4769,14.7,MM60-6RT-300
746,2021/1/29,,1686,15.52,499.8,25.11,121.26,22,4311,15,MM60-6RT-300
747,2021/1/29,,1093,15.52,438.3,25.11,121.26,-160,4311,15,MM60-6RT-300
748,2021/1/29,24.5,1845,16.17,492.8,24.107,120.44,4.63,105408,15.5,AUO PM060MW3 320W
749,2021/1/29,24.5,933,16.17,246.4,24.107,120.44,4.63,210817,15.5,AUO PM060MW3 320W
750,2021/1/29,29,364,16.17,99.2,24.08,120.5,1.76,421633,16.1,AUO PM060MW3 320W
751,2021/1/30,31.2,2115,17.07,492.8,24.107,120.44,4.63,124950,15.1,AUO PM060MW3 320W
752,2021/1/30,31.2,1074,17.07,246.4,24.107,120.44,4.63,249900,15.1,AUO PM060MW3 320W
753,2021/1/30,33.2,412,17.07,99.2,24.08,120.5,1.76,499800,16.5,AUO PM060MW3 320W
754,2021/1/30,,1089,17.86,283.2,24.98,121.03,-31,4961,17.2,SEC-6M-60A-295
755,2021/1/30,,1911,17.86,498.6,25.03,121.08,-95,4961,17.3,MM60-6RT-300
756,2021/1/30,,1903,17.76,499.8,25.11,121.26,22,4933,18.4,MM60-6RT-300
757,2021/1/30,,1201,17.76,438.3,25.11,121.26,-160,4933,18.4,MM60-6RT-300
758,2021/1/31,,1083,18.4,283.2,24.98,121.03,-31,5111,14.7,SEC-6M-60A-295
759,2021/1/31,,1890,18.4,498.6,25.03,121.08,-95,5111,14.8,MM60-6RT-300
760,2021/1/31,34.4,2105,16.7,492.8,24.107,120.44,4.63,126471,15,AUO PM060MW3 320W
761,2021/1/31,34.4,1062,16.7,246.4,24.107,120.44,4.63,252942,15,AUO PM060MW3 320W
762,2021/1/31,,1830,16.84,499.8,25.11,121.26,22,4678,16.2,MM60-6RT-300
763,2021/1/31,,1126,16.84,438.3,25.11,121.26,-160,4678,16.2,MM60-6RT-300
764,2021/1/31,37.8,412,16.7,99.2,24.08,120.5,1.76,505883,16.5,AUO PM060MW3 320W
765,2021/2/1,,1736,16.86,498.6,25.03,121.08,-95,4683,13.6,MM60-6RT-300
766,2021/2/1,,914,16.86,283.2,24.98,121.03,-31,4683,14,SEC-6M-60A-295
767,2021/2/1,,1806,16.91,499.8,25.11,121.26,22,4697,15,MM60-6RT-300
768,2021/2/1,,1087,16.91,438.3,25.11,121.26,-160,4697,15,MM60-6RT-300
769,2021/2/1,36.1,2001,18.2,492.8,24.107,120.44,4.63,124296,15.4,AUO PM060MW3 320W
770,2021/2/1,36.1,1011,18.2,246.4,24.107,120.44,4.63,248592,15.4,AUO PM060MW3 320W
771,2021/2/1,45.6,411,18.2,99.2,24.08,120.5,1.76,497183,17.4,AUO PM060MW3 320W
772,2021/2/2,,693,5.08,499.8,25.11,121.26,22,1411,15.6,MM60-6RT-300
773,2021/2/2,,377,5.08,438.3,25.11,121.26,-160,1411,15.6,MM60-6RT-300
774,2021/2/2,,1139,13.66,498.6,25.03,121.08,-95,3794,15.7,MM60-6RT-300
775,2021/2/2,,857,13.66,283.2,24.98,121.03,-31,3794,15.8,SEC-6M-60A-295
776,2021/2/2,32.2,2097,18.19,492.8,24.107,120.44,4.63,127613,16.7,AUO PM060MW3 320W
777,2021/2/2,32.2,1071,18.19,246.4,24.107,120.44,4.63,255225,16.7,AUO PM060MW3 320W
778,2021/2/2,36.2,422,18.19,99.2,24.08,120.5,1.76,510450,17.7,AUO PM060MW3 320W
779,2021/2/3,33.3,2095,17.52,492.8,24.107,120.44,4.63,126058,16.6,AUO PM060MW3 320W
780,2021/2/3,33.3,1046,17.52,246.4,24.107,120.44,4.63,252125,16.6,AUO PM060MW3 320W
781,2021/2/3,36.5,411,17.52,99.2,24.08,120.5,1.76,504233,17.5,AUO PM060MW3 320W
782,2021/2/3,,1909,18.34,498.6,25.03,121.08,-95,5094,17.9,MM60-6RT-300
783,2021/2/3,,1092,18.34,283.2,24.98,121.03,-31,5094,18.4,SEC-6M-60A-295
784,2021/2/3,,1811,17.21,499.8,25.11,121.26,22,4781,19,MM60-6RT-300
785,2021/2/3,,1246,17.21,438.3,25.11,121.26,-160,4781,19,MM60-6RT-300
786,2021/2/4,31.3,2147,18.09,492.8,24.107,120.44,4.63,131479,16.9,AUO PM060MW3 320W
787,2021/2/4,31.3,1083,18.09,246.4,24.107,120.44,4.63,262958,16.9,AUO PM060MW3 320W
788,2021/2/4,34.4,425,18.09,99.2,24.08,120.5,1.76,525917,17.6,AUO PM060MW3 320W
789,2021/2/4,,1961,19.28,498.6,25.03,121.08,-95,5356,18.4,MM60-6RT-300
790,2021/2/4,,1142,19.28,283.2,24.98,121.03,-31,5356,18.8,SEC-6M-60A-295
791,2021/2/4,,1883,18.2,499.8,25.11,121.26,22,5056,19.6,MM60-6RT-300
792,2021/2/4,,1336,18.2,438.3,25.11,121.26,-160,5056,19.6,MM60-6RT-300
793,2021/2/5,37.8,1976,17.94,492.8,24.107,120.44,4.63,127596,16.7,AUO PM060MW3 320W
794,2021/2/5,37.8,981,17.94,246.4,24.107,120.44,4.63,250958,16.7,AUO PM060MW3 320W
795,2021/2/5,,1112,18.87,283.2,24.98,121.03,-31,5242,17,SEC-6M-60A-295
796,2021/2/5,,1891,18.87,498.6,25.03,121.08,-95,5242,17.1,MM60-6RT-300
797,2021/2/5,36.7,410,17.94,99.2,24.08,120.5,1.76,510383,18,AUO PM060MW3 320W
798,2021/2/5,,1826,17.69,499.8,25.11,121.26,22,4914,19.4,MM60-6RT-300
799,2021/2/5,,1308,17.69,438.3,25.11,121.26,-160,4914,19.4,MM60-6RT-300
800,2021/2/6,,1797,17.36,498.6,25.03,121.08,-95,4822,15.7,MM60-6RT-300
801,2021/2/6,,1468,17.24,499.8,25.11,121.26,22,4789,16.1,MM60-6RT-300
802,2021/2/6,,1044,17.24,438.3,25.11,121.26,-160,4789,16.1,MM60-6RT-300
803,2021/2/6,,1027,17.36,283.2,24.98,121.03,-31,4822,16.5,SEC-6M-60A-295
804,2021/2/6,41.1,2050,18.43,492.8,24.107,120.44,4.63,134650,17.6,AUO PM060MW3 320W
805,2021/2/6,41.1,1058,18.43,246.4,24.107,120.44,4.63,269300,17.6,AUO PM060MW3 320W
806,2021/2/6,33.3,421,18.43,99.2,24.08,120.5,1.76,538600,19,AUO PM060MW3 320W
807,2021/2/7,33.5,1373,18.06,492.8,24.107,120.44,4.63,88192,17.3,AUO PM060MW3 320W
808,2021/2/7,33.5,695,18.06,246.4,24.107,120.44,4.63,176383,17.3,AUO PM060MW3 320W
809,2021/2/7,,1749,17.28,498.6,25.03,121.08,-95,4800,17.3,MM60-6RT-300
810,2021/2/7,,952,17.28,283.2,24.98,121.03,-31,4800,17.9,SEC-6M-60A-295
811,2021/2/7,32.6,243,18.06,99.2,24.08,120.5,1.76,352767,18.1,AUO PM060MW3 320W
812,2021/2/7,,1419,18.37,499.8,25.11,121.26,22,5103,18.6,MM60-6RT-300
813,2021/2/7,,954,18.37,438.3,25.11,121.26,-160,5103,18.6,MM60-6RT-300
814,2021/2/8,,583,15.71,498.6,25.03,121.08,-95,4364,18.4,MM60-6RT-300
815,2021/2/8,33.2,1858,17.49,492.8,24.107,120.44,4.63,116996,18.5,AUO PM060MW3 320W
816,2021/2/8,33.2,940,17.49,246.4,24.107,120.44,4.63,234000,18.5,AUO PM060MW3 320W
817,2021/2/8,33.3,414,17.49,99.2,24.08,120.5,1.76,467983,18.6,AUO PM060MW3 320W
818,2021/2/8,,819,15.71,283.2,24.98,121.03,-31,4364,18.9,SEC-6M-60A-295
819,2021/2/8,,248,6.23,499.8,25.11,121.26,22,1731,18.9,MM60-6RT-300
820,2021/2/8,,168,6.23,438.3,25.11,121.26,-160,1731,18.9,MM60-6RT-300
821,2021/2/9,,1426,13.41,498.6,25.03,121.08,-95,3725,17.5,MM60-6RT-300
822,2021/2/9,,889,13.41,283.2,24.98,121.03,-31,3725,17.7,SEC-6M-60A-295
823,2021/2/9,,853,12.39,499.8,25.11,121.26,22,3442,18,MM60-6RT-300
824,2021/2/9,,578,12.39,438.3,25.11,121.26,-160,3442,18,MM60-6RT-300
825,2021/2/9,31.8,1852,18.01,492.8,24.107,120.44,4.63,118158,18.6,AUO PM060MW3 320W
826,2021/2/9,31.8,922,18.01,246.4,24.107,120.44,4.63,236317,18.6,AUO PM060MW3 320W
827,2021/2/9,32.6,411,18.01,99.2,24.08,120.5,1.76,472633,19,AUO PM060MW3 320W
828,2021/2/10,39,1191,11.88,492.8,24.107,120.44,4.63,75254,17.7,AUO PM060MW3 320W
829,2021/2/10,39,599,11.88,246.4,24.107,120.44,4.63,150508,17.7,AUO PM060MW3 320W
830,2021/2/10,,1414,13.89,498.6,25.03,121.08,-95,3858,18.4,MM60-6RT-300
831,2021/2/10,,840,13.89,283.2,24.98,121.03,-31,3858,18.4,SEC-6M-60A-295
832,2021/2/10,40.2,280,11.88,99.2,24.08,120.5,1.76,301017,18.5,AUO PM060MW3 320W
833,2021/2/10,,1442,14.51,499.8,25.11,121.26,22,4031,21.1,MM60-6RT-300
834,2021/2/10,,1065,14.51,438.3,25.11,121.26,-160,4031,21.1,MM60-6RT-300
835,2021/2/11,20.9,482,4.07,492.8,24.107,120.44,4.63,22875,16.6,AUO PM060MW3 320W
836,2021/2/11,20.9,242,4.07,246.4,24.107,120.44,4.63,45750,16.6,AUO PM060MW3 320W
837,2021/2/11,,369,5.5,283.2,24.98,121.03,-31,1528,16.8,SEC-6M-60A-295
838,2021/2/11,,606,5.5,498.6,25.03,121.08,-95,1528,16.9,MM60-6RT-300
839,2021/2/11,23.7,114,4.07,99.2,24.08,120.5,1.76,91500,17.1,AUO PM060MW3 320W
840,2021/2/11,,642,3.67,499.8,25.11,121.26,22,1019,18.4,MM60-6RT-300
841,2021/2/11,,520,3.67,438.3,25.11,121.26,-160,1019,18.4,MM60-6RT-300
842,2021/2/12,21.7,671,13.31,492.8,24.107,120.44,4.63,33300,17.1,AUO PM060MW3 320W
843,2021/2/12,21.7,337,13.31,246.4,24.107,120.44,4.63,66600,17.1,AUO PM060MW3 320W
844,2021/2/12,25.9,282,13.31,99.2,24.08,120.5,1.76,133200,17.7,AUO PM060MW3 320W
845,2021/2/12,,1547,13.52,498.6,25.03,121.08,-95,3756,17.7,MM60-6RT-300
846,2021/2/12,,941,13.52,283.2,24.98,121.03,-31,3756,18.1,SEC-6M-60A-295
847,2021/2/12,,1497,,499.8,25.11,121.26,22,0,19.6,MM60-6RT-300
848,2021/2/12,,1258,,438.3,25.11,121.26,-160,0,19.6,MM60-6RT-300
849,2021/2/13,,1093,8.47,498.6,25.03,121.08,-95,2353,17.7,MM60-6RT-300
850,2021/2/13,,579,8.47,283.2,24.98,121.03,-31,2353,18,SEC-6M-60A-295
851,2021/2/13,31.6,2130,20.61,492.8,24.107,120.44,4.63,113908,18.5,AUO PM060MW3 320W
852,2021/2/13,31.6,1073,20.61,246.4,24.107,120.44,4.63,227858,18.5,AUO PM060MW3 320W
853,2021/2/13,,981,,499.8,25.11,121.26,22,0,18.6,MM60-6RT-300
854,2021/2/13,,789,,438.3,25.11,121.26,-160,0,18.6,MM60-6RT-300
855,2021/2/13,35.5,505,20.61,99.2,24.08,120.5,1.76,455633,19.5,AUO PM060MW3 320W
856,2021/2/14,,1009,7.09,498.6,25.03,121.08,-95,1969,17,MM60-6RT-300
857,2021/2/14,,588,7.09,283.2,24.98,121.03,-31,1969,17,SEC-6M-60A-295
858,2021/2/14,,1141,,499.8,25.11,121.26,22,0,17.6,MM60-6RT-300
859,2021/2/14,,934,,438.3,25.11,121.26,-160,0,17.6,MM60-6RT-300
860,2021/2/14,31.4,1447,15.5,492.8,24.107,120.44,4.63,79871,17.8,AUO PM060MW3 320W
861,2021/2/14,31.4,731,15.5,246.4,24.107,120.44,4.63,159742,17.8,AUO PM060MW3 320W
862,2021/2/14,40.6,371,15.5,99.2,24.08,120.5,1.76,319483,18.5,AUO PM060MW3 320W
863,2021/2/15,,2245,21.11,498.6,25.03,121.08,-95,5864,17.4,MM60-6RT-300
864,2021/2/15,,2280,,499.8,25.11,121.26,22,0,18.1,MM60-6RT-300
865,2021/2/15,,1910,,438.3,25.11,121.26,-160,0,18.1,MM60-6RT-300
866,2021/2/15,,1297,21.11,283.2,24.98,121.03,-31,5864,18.2,SEC-6M-60A-295
867,2021/2/15,33.3,2603,21.02,492.8,24.107,120.44,4.63,145192,18.3,AUO PM060MW3 320W
868,2021/2/15,33.3,1316,21.02,246.4,24.107,120.44,4.63,290625,18.3,AUO PM060MW3 320W
869,2021/2/15,39.9,512,21.02,99.2,24.08,120.5,1.76,580767,18.7,AUO PM060MW3 320W
870,2021/2/16,34,2420,19.94,492.8,24.107,120.44,4.63,136117,18,AUO PM060MW3 320W
871,2021/2/16,34,1224,19.94,246.4,24.107,120.44,4.63,272233,18,AUO PM060MW3 320W
872,2021/2/16,,1850,19.04,498.6,25.03,121.08,-95,5289,18.5,MM60-6RT-300
873,2021/2/16,,1128,19.04,283.2,24.98,121.03,-31,5289,18.5,SEC-6M-60A-295
874,2021/2/16,41.8,486,19.94,99.2,24.08,120.5,1.76,544467,19.1,AUO PM060MW3 320W
875,2021/2/16,,1816,,499.8,25.11,121.26,22,0,20.1,MM60-6RT-300
876,2021/2/16,,1498,,438.3,25.11,121.26,-160,0,20.1,MM60-6RT-300
877,2021/2/17,,1240,11.3,498.6,25.03,121.08,-95,3139,15.2,MM60-6RT-300
878,2021/2/17,,777,11.3,283.2,24.98,121.03,-31,3139,15.2,SEC-6M-60A-295
879,2021/2/17,,833,,499.8,25.11,121.26,22,0,15.3,MM60-6RT-300
880,2021/2/17,,662,,438.3,25.11,121.26,-160,0,15.3,MM60-6RT-300
881,2021/2/17,27.3,2486,20.44,492.8,24.107,120.44,4.63,137042,17.1,AUO PM060MW3 320W
882,2021/2/17,27.3,1258,20.44,246.4,24.107,120.44,4.63,274083,17.1,AUO PM060MW3 320W
883,2021/2/17,28.3,504,20.44,99.2,24.08,120.5,1.76,548167,17.7,AUO PM060MW3 320W
884,2021/2/18,,2438,22.49,498.6,25.03,121.08,-95,6247,13.6,MM60-6RT-300
885,2021/2/18,,2401,20.29,499.8,25.11,121.26,22,5636,13.9,MM60-6RT-300
886,2021/2/18,,2003,20.29,438.3,25.11,121.26,-160,5636,13.9,MM60-6RT-300
887,2021/2/18,,1412,22.49,283.2,24.98,121.03,-31,6247,14.1,SEC-6M-60A-295
888,2021/2/18,27,2607,20.04,492.8,24.107,120.44,4.63,143913,15.7,AUO PM060MW3 320W
889,2021/2/18,27,1314,20.04,246.4,24.107,120.44,4.63,287825,15.7,AUO PM060MW3 320W
890,2021/2/18,31.9,510,20.04,99.2,24.08,120.5,1.76,575650,15.8,AUO PM060MW3 320W
891,2021/2/19,,2144,19.42,498.6,25.03,121.08,-95,5394,14.3,MM60-6RT-300
892,2021/2/19,,2278,18.14,499.8,25.11,121.26,22,5039,14.7,MM60-6RT-300
893,2021/2/19,,1933,18.14,438.3,25.11,121.26,-160,5039,14.7,MM60-6RT-300
894,2021/2/19,,1243,19.42,283.2,24.98,121.03,-31,5394,14.9,SEC-6M-60A-295
895,2021/2/19,32.6,2505,19.92,492.8,24.107,120.44,4.63,144088,15.8,AUO PM060MW3 320W
896,2021/2/19,32.6,1269,19.92,246.4,24.107,120.44,4.63,288175,15.8,AUO PM060MW3 320W
897,2021/2/19,45.5,488,19.92,99.2,24.08,120.5,1.76,576350,16.2,AUO PM060MW3 320W
898,2021/2/20,,2273,21.65,498.6,25.03,121.08,-95,6014,14,MM60-6RT-300
899,2021/2/20,,2305,20.23,499.8,25.11,121.26,22,5619,14.1,MM60-6RT-300
900,2021/2/20,,1954,20.23,438.3,25.11,121.26,-160,5619,14.1,MM60-6RT-300
901,2021/2/20,,1324,21.65,283.2,24.98,121.03,-31,6014,14.1,SEC-6M-60A-295
902,2021/2/20,39.4,2438,19.02,492.8,24.107,120.44,4.63,138550,16.2,AUO PM060MW3 320W
903,2021/2/20,39.4,1234,19.02,246.4,24.107,120.44,4.63,277100,16.2,AUO PM060MW3 320W
904,2021/2/20,37.9,472,19.02,99.2,24.08,120.5,1.76,554200,17.1,AUO PM060MW3 320W
905,2021/2/21,,2245,19.84,499.8,25.11,121.26,22,5511,15.2,MM60-6RT-300
906,2021/2/21,,1903,19.84,438.3,25.11,121.26,-160,5511,15.2,MM60-6RT-300
907,2021/2/21,,2215,20.94,498.6,25.03,121.08,-95,5817,15.5,MM60-6RT-300
908,2021/2/21,,1244,20.94,283.2,24.98,121.03,-31,5817,15.7,SEC-6M-60A-295
909,2021/2/21,46.2,2539,20.97,492.8,24.107,120.44,4.63,145546,18.1,AUO PM060MW3 320W
910,2021/2/21,46.2,1281,20.97,246.4,24.107,120.44,4.63,291092,18.1,AUO PM060MW3 320W
911,2021/2/21,41.3,501,20.97,99.2,24.08,120.5,1.76,582183,18.7,AUO PM060MW3 320W
912,2021/2/22,,2233,20.58,499.8,25.11,121.26,22,5717,17.9,MM60-6RT-300
913,2021/2/22,,1887,20.58,438.3,25.11,121.26,-160,5717,17.9,MM60-6RT-300
914,2021/2/22,,2231,21.79,498.6,25.03,121.08,-95,6053,18.3,MM60-6RT-300
915,2021/2/22,,1299,21.79,283.2,24.98,121.03,-31,6053,18.7,SEC-6M-60A-295
916,2021/2/22,46.2,2506,21.18,492.8,24.107,120.44,4.63,144367,20.1,AUO PM060MW3 320W
917,2021/2/22,46.2,1266,21.18,246.4,24.107,120.44,4.63,288733,20.1,AUO PM060MW3 320W
918,2021/2/22,44.9,497,21.18,99.2,24.08,120.5,1.76,577467,20.5,AUO PM060MW3 320W
919,2021/2/23,,2228,19.95,498.6,25.03,121.08,-95,5542,17.6,MM60-6RT-300
920,2021/2/23,,1263,19.95,283.2,24.98,121.03,-31,5542,18.5,SEC-6M-60A-295
921,2021/2/23,31.9,2182,18.07,492.8,24.107,120.44,4.63,124254,18.6,AUO PM060MW3 320W
922,2021/2/23,31.9,1103,18.07,246.4,24.107,120.44,4.63,250233,18.6,AUO PM060MW3 320W
923,2021/2/23,,2256,20.29,499.8,25.11,121.26,22,5636,19.2,MM60-6RT-300
924,2021/2/23,,1919,20.29,438.3,25.11,121.26,-160,5636,19.2,MM60-6RT-300
925,2021/2/23,32.4,469,18.07,99.2,24.08,120.5,1.76,497017,19.3,AUO PM060MW3 320W
926,2021/2/24,22.8,904,18.35,492.8,24.107,120.44,4.63,47817,17.7,AUO PM060MW3 320W
927,2021/2/24,22.8,455,18.35,246.4,24.107,120.44,4.63,95633,17.7,AUO PM060MW3 320W
928,2021/2/24,,1928,12.28,498.6,25.03,121.08,-95,3411,18.4,MM60-6RT-300
929,2021/2/24,31.4,412,18.35,99.2,24.08,120.5,1.76,191267,18.7,AUO PM060MW3 320W
930,2021/2/24,,999,12.28,283.2,24.98,121.03,-31,3411,19.1,SEC-6M-60A-295
931,2021/2/24,,2293,20.33,499.8,25.11,121.26,22,5647,22.1,MM60-6RT-300
932,2021/2/24,,1894,20.33,438.3,25.11,121.26,-160,5647,22.1,MM60-6RT-300
933,2021/2/25,,1550,12.59,498.6,25.03,121.08,-95,3497,17.4,MM60-6RT-300
934,2021/2/25,,855,12.59,283.2,24.98,121.03,-31,3497,17.7,SEC-6M-60A-295
935,2021/2/25,33.8,2041,19.67,492.8,24.107,120.44,4.63,120479,18.9,AUO PM060MW3 320W
936,2021/2/25,33.8,1029,19.67,246.4,24.107,120.44,4.63,240958,18.9,AUO PM060MW3 320W
937,2021/2/25,,1324,13.2,499.8,25.11,121.26,22,3667,19.8,MM60-6RT-300
938,2021/2/25,,1057,13.2,438.3,25.11,121.26,-160,3667,19.8,MM60-6RT-300
939,2021/2/25,41.2,449,19.67,99.2,24.08,120.5,1.76,481917,20.2,AUO PM060MW3 320W
940,2021/2/26,,893,8.91,498.6,25.03,121.08,-95,2475,16.5,MM60-6RT-300
941,2021/2/26,,589,8.91,283.2,24.98,121.03,-31,2475,17.2,SEC-6M-60A-295
942,2021/2/26,,852,6.85,499.8,25.11,121.26,22,1903,17.6,MM60-6RT-300
943,2021/2/26,,663,6.85,438.3,25.11,121.26,-160,1903,17.6,MM60-6RT-300
944,2021/2/26,36.1,1980,16.87,492.8,24.107,120.44,4.63,115429,18.9,AUO PM060MW3 320W
945,2021/2/26,36.1,1002,16.87,246.4,24.107,120.44,4.63,230858,18.9,AUO PM060MW3 320W
946,2021/2/26,43.6,407,16.87,99.2,24.08,120.5,1.76,461717,20.6,AUO PM060MW3 320W
947,2021/2/27,,192,2.28,283.2,24.98,121.03,-31,633,14.7,SEC-6M-60A-295
948,2021/2/27,,264,2.28,498.6,25.03,121.08,-95,633,14.9,MM60-6RT-300
949,2021/2/27,,262,2.04,499.8,25.11,121.26,22,567,15.6,MM60-6RT-300
950,2021/2/27,,214,2.04,438.3,25.11,121.26,-160,567,15.6,MM60-6RT-300
